"Notes","County","County Code","Year","Year Code",Deaths,Population,Crude Rate
,"York County, NE","31185","2022","2022",0,14354,Unreliable
,"York County, NE","31185","2023 ","2023",Suppressed,14356,Suppressed
,"Churchill County, NV","32001","2018","2018",Suppressed,24440,Suppressed
,"Churchill County, NV","32001","2019","2019",Suppressed,24909,Suppressed
,"Churchill County, NV","32001","2020","2020",Suppressed,25363,Suppressed
,"Churchill County, NV","32001","2021","2021",Suppressed,25723,Suppressed
,"Churchill County, NV","32001","2022","2022",Suppressed,25843,Suppressed
,"Churchill County, NV","32001","2023 ","2023",Suppressed,25803,Suppressed
,"Clark County, NV","32003","2018","2018",445,2231647,19.940429647
,"Clark County, NV","32003","2019","2019",421,2266715,18.573133367
,"Clark County, NV","32003","2020","2020",587,2315963,25.345828064
,"Clark County, NV","32003","2021","2021",655,2292476,28.571727687
,"Clark County, NV","32003","2022","2022",641,2322985,27.593807106
,"Clark County, NV","32003","2023 ","2023",875,2336573,37.448006118
,"Douglas County, NV","32005","2018","2018",Suppressed,48467,Suppressed
,"Douglas County, NV","32005","2019","2019",Suppressed,48905,Suppressed
,"Douglas County, NV","32005","2020","2020",10,49088,Unreliable
,"Douglas County, NV","32005","2021","2021",Suppressed,49870,Suppressed
,"Douglas County, NV","32005","2022","2022",Suppressed,49628,Suppressed
,"Douglas County, NV","32005","2023 ","2023",17,49545,Unreliable
,"Elko County, NV","32007","2018","2018",Suppressed,52460,Suppressed
,"Elko County, NV","32007","2019","2019",Suppressed,52778,Suppressed
,"Elko County, NV","32007","2020","2020",Suppressed,53006,Suppressed
,"Elko County, NV","32007","2021","2021",11,53915,Unreliable
,"Elko County, NV","32007","2022","2022",25,54046,46.256892277
,"Elko County, NV","32007","2023 ","2023",13,54293,Unreliable
,"Esmeralda County, NV","32009","2018","2018",0,826,Unreliable
,"Esmeralda County, NV","32009","2019","2019",0,873,Unreliable
,"Esmeralda County, NV","32009","2020","2020",0,886,Unreliable
,"Esmeralda County, NV","32009","2021","2021",0,743,Unreliable
,"Esmeralda County, NV","32009","2022","2022",0,744,Unreliable
,"Esmeralda County, NV","32009","2023 ","2023",0,736,Unreliable
,"Eureka County, NV","32011","2018","2018",0,2003,Unreliable
,"Eureka County, NV","32011","2019","2019",0,2029,Unreliable
,"Eureka County, NV","32011","2020","2020",0,2065,Unreliable
,"Eureka County, NV","32011","2021","2021",0,1903,Unreliable
,"Eureka County, NV","32011","2022","2022",0,1863,Unreliable
,"Eureka County, NV","32011","2023 ","2023",Suppressed,1917,Suppressed
,"Humboldt County, NV","32013","2018","2018",Suppressed,16786,Suppressed
,"Humboldt County, NV","32013","2019","2019",Suppressed,16831,Suppressed
,"Humboldt County, NV","32013","2020","2020",Suppressed,16962,Suppressed
,"Humboldt County, NV","32013","2021","2021",Suppressed,17648,Suppressed
,"Humboldt County, NV","32013","2022","2022",Suppressed,17272,Suppressed
,"Humboldt County, NV","32013","2023 ","2023",Suppressed,17136,Suppressed
,"Lander County, NV","32015","2018","2018",Suppressed,5575,Suppressed
,"Lander County, NV","32015","2019","2019",0,5532,Unreliable
,"Lander County, NV","32015","2020","2020",Suppressed,5514,Suppressed
,"Lander County, NV","32015","2021","2021",Suppressed,5798,Suppressed
,"Lander County, NV","32015","2022","2022",Suppressed,5766,Suppressed
,"Lander County, NV","32015","2023 ","2023",Suppressed,5769,Suppressed
,"Lincoln County, NV","32017","2018","2018",0,5201,Unreliable
,"Lincoln County, NV","32017","2019","2019",0,5183,Unreliable
,"Lincoln County, NV","32017","2020","2020",Suppressed,5159,Suppressed
,"Lincoln County, NV","32017","2021","2021",Suppressed,4525,Suppressed
,"Lincoln County, NV","32017","2022","2022",Suppressed,4482,Suppressed
,"Lincoln County, NV","32017","2023 ","2023",0,4452,Unreliable
,"Lyon County, NV","32019","2018","2018",17,55808,Unreliable
,"Lyon County, NV","32019","2019","2019",18,57510,Unreliable
,"Lyon County, NV","32019","2020","2020",11,58319,Unreliable
,"Lyon County, NV","32019","2021","2021",14,60903,Unreliable
,"Lyon County, NV","32019","2022","2022",18,61585,Unreliable
,"Lyon County, NV","32019","2023 ","2023",15,62583,Unreliable
,"Mineral County, NV","32021","2018","2018",Suppressed,4514,Suppressed
,"Mineral County, NV","32021","2019","2019",Suppressed,4505,Suppressed
,"Mineral County, NV","32021","2020","2020",0,4518,Unreliable
,"Mineral County, NV","32021","2021","2021",Suppressed,4586,Suppressed
,"Mineral County, NV","32021","2022","2022",Suppressed,4525,Suppressed
,"Mineral County, NV","32021","2023 ","2023",Suppressed,4528,Suppressed
,"Nye County, NV","32023","2018","2018",17,45346,Unreliable
,"Nye County, NV","32023","2019","2019",Suppressed,46523,Suppressed
,"Nye County, NV","32023","2020","2020",13,48054,Unreliable
,"Nye County, NV","32023","2021","2021",24,53450,44.901777362
,"Nye County, NV","32023","2022","2022",34,54738,62.114070664
,"Nye County, NV","32023","2023 ","2023",28,55720,50.251256281
,"Pershing County, NV","32027","2018","2018",Suppressed,6666,Suppressed
,"Pershing County, NV","32027","2019","2019",0,6725,Unreliable
,"Pershing County, NV","32027","2020","2020",Suppressed,6573,Suppressed
,"Pershing County, NV","32027","2021","2021",Suppressed,6741,Suppressed
,"Pershing County, NV","32027","2022","2022",Suppressed,6462,Suppressed
,"Pershing County, NV","32027","2023 ","2023",Suppressed,6364,Suppressed
,"Storey County, NV","32029","2018","2018",Suppressed,4029,Suppressed
,"Storey County, NV","32029","2019","2019",Suppressed,4123,Suppressed
,"Storey County, NV","32029","2020","2020",0,4207,Unreliable
,"Storey County, NV","32029","2021","2021",Suppressed,4143,Suppressed
,"Storey County, NV","32029","2022","2022",Suppressed,4170,Suppressed
,"Storey County, NV","32029","2023 ","2023",0,4177,Unreliable
,"Washoe County, NV","32031","2018","2018",97,465735,20.827294491
,"Washoe County, NV","32031","2019","2019",121,471519,25.661744277
,"Washoe County, NV","32031","2020","2020",158,477082,33.117996487
,"Washoe County, NV","32031","2021","2021",188,493392,38.103576872
,"Washoe County, NV","32031","2022","2022",206,496745,41.469969502
,"Washoe County, NV","32031","2023 ","2023",254,498022,51.001762974
,"White Pine County, NV","32033","2018","2018",Suppressed,9475,Suppressed
,"White Pine County, NV","32033","2019","2019",Suppressed,9580,Suppressed
,"White Pine County, NV","32033","2020","2020",Suppressed,9466,Suppressed
,"White Pine County, NV","32033","2021","2021",0,9182,Unreliable
,"White Pine County, NV","32033","2022","2022",Suppressed,8788,Suppressed
,"White Pine County, NV","32033","2023 ","2023",Suppressed,8522,Suppressed
,"Carson City, NV","32510","2018","2018",14,55414,Unreliable
,"Carson City, NV","32510","2019","2019",14,55916,Unreliable
,"Carson City, NV","32510","2020","2020",Suppressed,56034,Suppressed
,"Carson City, NV","32510","2021","2021",12,58993,Unreliable
,"Carson City, NV","32510","2022","2022",15,58130,Unreliable
,"Carson City, NV","32510","2023 ","2023",27,58036,46.522847887
,"Belknap County, NH","33001","2018","2018",26,61022,42.607584150
,"Belknap County, NH","33001","2019","2019",23,61303,37.518555373
,"Belknap County, NH","33001","2020","2020",16,61551,Unreliable
,"Belknap County, NH","33001","2021","2021",25,64460,38.783741855
,"Belknap County, NH","33001","2022","2022",15,64781,Unreliable
,"Belknap County, NH","33001","2023 ","2023",25,65027,38.445568764
,"Carroll County, NH","33003","2018","2018",12,48779,Unreliable
,"Carroll County, NH","33003","2019","2019",12,48910,Unreliable
,"Carroll County, NH","33003","2020","2020",10,49167,Unreliable
,"Carroll County, NH","33003","2021","2021",13,51500,Unreliable
,"Carroll County, NH","33003","2022","2022",18,52199,Unreliable
,"Carroll County, NH","33003","2023 ","2023",11,52448,Unreliable
,"Cheshire County, NH","33005","2018","2018",32,76493,41.833893297
,"Cheshire County, NH","33005","2019","2019",17,76085,Unreliable
,"Cheshire County, NH","33005","2020","2020",14,76228,Unreliable
,"Cheshire County, NH","33005","2021","2021",19,77329,Unreliable
,"Cheshire County, NH","33005","2022","2022",24,77350,31.027795734
,"Cheshire County, NH","33005","2023 ","2023",31,77703,39.895499530
,"Coos County, NH","33007","2018","2018",Suppressed,31589,Suppressed
,"Coos County, NH","33007","2019","2019",Suppressed,31563,Suppressed
,"Coos County, NH","33007","2020","2020",10,31174,Unreliable
,"Coos County, NH","33007","2021","2021",19,31289,Unreliable
,"Coos County, NH","33007","2022","2022",24,31504,76.180802438
,"Coos County, NH","33007","2023 ","2023",12,31372,Unreliable
,"Grafton County, NH","33009","2018","2018",12,89786,Unreliable
,"Grafton County, NH","33009","2019","2019",17,89886,Unreliable
,"Grafton County, NH","33009","2020","2020",13,90691,Unreliable
,"Grafton County, NH","33009","2021","2021",19,92201,Unreliable
,"Grafton County, NH","33009","2022","2022",20,91126,21.947632948
,"Grafton County, NH","33009","2023 ","2023",18,93146,Unreliable
,"Hillsborough County, NH","33011","2018","2018",158,415247,38.049642743
,"Hillsborough County, NH","33011","2019","2019",141,417025,33.810922607
,"Hillsborough County, NH","33011","2020","2020",131,418735,31.284702736
,"Hillsborough County, NH","33011","2021","2021",145,424079,34.191742576
,"Hillsborough County, NH","33011","2022","2022",184,426594,43.132345978
,"Hillsborough County, NH","33011","2023 ","2023",164,427354,38.375679179
,"Merrimack County, NH","33013","2018","2018",52,151132,34.407008443
,"Merrimack County, NH","33013","2019","2019",39,151391,25.761108652
,"Merrimack County, NH","33013","2020","2020",44,152622,28.829395500
,"Merrimack County, NH","33013","2021","2021",44,155238,28.343575671
,"Merrimack County, NH","33013","2022","2022",40,156020,25.637738751
,"Merrimack County, NH","33013","2023 ","2023",43,157103,27.370578538
,"Rockingham County, NH","33015","2018","2018",86,309176,27.815871866
,"Rockingham County, NH","33015","2019","2019",81,309769,26.148517121
,"Rockingham County, NH","33015","2020","2020",73,311307,23.449520891
,"Rockingham County, NH","33015","2021","2021",56,316947,17.668569193
,"Rockingham County, NH","33015","2022","2022",78,319424,24.418954117
,"Rockingham County, NH","33015","2023 ","2023",84,320689,26.193601901
,"Strafford County, NH","33017","2018","2018",47,130090,36.128833884
,"Strafford County, NH","33017","2019","2019",51,130633,39.040671193
,"Strafford County, NH","33017","2020","2020",49,131533,37.253008751
,"Strafford County, NH","33017","2021","2021",62,132416,46.822136298
,"Strafford County, NH","33017","2022","2022",55,132275,41.580041580
,"Strafford County, NH","33017","2023 ","2023",37,133243,27.768813371
,"Sullivan County, NH","33019","2018","2018",Suppressed,43144,Suppressed
,"Sullivan County, NH","33019","2019","2019",Suppressed,43146,Suppressed
,"Sullivan County, NH","33019","2020","2020",Suppressed,43267,Suppressed
,"Sullivan County, NH","33019","2021","2021",27,43533,62.021914410
,"Sullivan County, NH","33019","2022","2022",14,43958,Unreliable
,"Sullivan County, NH","33019","2023 ","2023",14,43969,Unreliable
,"Atlantic County, NJ","34001","2018","2018",154,265429,58.019281992
,"Atlantic County, NJ","34001","2019","2019",153,263670,58.027079304
,"Atlantic County, NJ","34001","2020","2020",163,262945,61.990150031
,"Atlantic County, NJ","34001","2021","2021",157,274966,57.097968476
,"Atlantic County, NJ","34001","2022","2022",199,275638,72.196141316
,"Atlantic County, NJ","34001","2023 ","2023",166,275213,60.316918169
,"Bergen County, NJ","34003","2018","2018",146,936692,15.586767048
,"Bergen County, NJ","34003","2019","2019",145,932202,15.554568645
,"Bergen County, NJ","34003","2020","2020",182,930394,19.561605083
,"Bergen County, NJ","34003","2021","2021",196,953819,20.548972080
,"Bergen County, NJ","34003","2022","2022",160,952997,16.789139945
,"Bergen County, NJ","34003","2023 ","2023",118,957736,12.320723039
,"Burlington County, NJ","34005","2018","2018",181,445384,40.639088966
,"Burlington County, NJ","34005","2019","2019",168,445349,37.723223809
,"Burlington County, NJ","34005","2020","2020",145,446596,32.467823268
,"Burlington County, NJ","34005","2021","2021",161,464269,34.678171491
,"Burlington County, NJ","34005","2022","2022",129,466103,27.676286143
,"Burlington County, NJ","34005","2023 ","2023",135,469167,28.774402292
,"Camden County, NJ","34007","2018","2018",293,507078,57.782037477
,"Camden County, NJ","34007","2019","2019",292,506471,57.653843952
,"Camden County, NJ","34007","2020","2020",271,506809,53.471820745
,"Camden County, NJ","34007","2021","2021",303,523771,57.849709129
,"Camden County, NJ","34007","2022","2022",335,524907,63.820829214
,"Camden County, NJ","34007","2023 ","2023",282,527196,53.490542417
,"Cape May County, NJ","34009","2018","2018",52,92560,56.179775281
,"Cape May County, NJ","34009","2019","2019",50,92039,54.324797097
,"Cape May County, NJ","34009","2020","2020",54,91546,58.986738907
,"Cape May County, NJ","34009","2021","2021",58,95661,60.630769070
,"Cape May County, NJ","34009","2022","2022",52,95634,54.373967417
,"Cape May County, NJ","34009","2023 ","2023",34,94610,35.937004545
,"Cumberland County, NJ","34011","2018","2018",107,150972,70.874069364
,"Cumberland County, NJ","34011","2019","2019",86,149527,57.514696343
,"Cumberland County, NJ","34011","2020","2020",77,147008,52.378101872
,"Cumberland County, NJ","34011","2021","2021",75,153627,48.819543440
,"Cumberland County, NJ","34011","2022","2022",84,151356,55.498295410
,"Cumberland County, NJ","34011","2023 ","2023",82,152326,53.831913134
,"Essex County, NJ","34013","2018","2018",288,799767,36.010488055
,"Essex County, NJ","34013","2019","2019",318,798975,39.800995025
,"Essex County, NJ","34013","2020","2020",303,800501,37.851295626
,"Essex County, NJ","34013","2021","2021",351,854917,41.056617192
,"Essex County, NJ","34013","2022","2022",435,849477,51.207978556
,"Essex County, NJ","34013","2023 ","2023",407,851117,47.819512476
,"Gloucester County, NJ","34015","2018","2018",156,291408,53.533190578
,"Gloucester County, NJ","34015","2019","2019",163,291636,55.891590887
,"Gloucester County, NJ","34015","2020","2020",144,293245,49.105696602
,"Gloucester County, NJ","34015","2021","2021",129,304477,42.367732210
,"Gloucester County, NJ","34015","2022","2022",116,306601,37.834188408
,"Gloucester County, NJ","34015","2023 ","2023",123,308423,39.880294271
,"Hudson County, NJ","34017","2018","2018",158,676061,23.370672173
,"Hudson County, NJ","34017","2019","2019",159,672391,23.646955417
,"Hudson County, NJ","34017","2020","2020",160,671666,23.821363594
,"Hudson County, NJ","34017","2021","2021",213,702463,30.321881722
,"Hudson County, NJ","34017","2022","2022",186,703366,26.444269413
,"Hudson County, NJ","34017","2023 ","2023",196,705472,27.782817745
,"Hunterdon County, NJ","34019","2018","2018",15,124714,Unreliable
,"Hunterdon County, NJ","34019","2019","2019",17,124371,Unreliable
,"Hunterdon County, NJ","34019","2020","2020",12,124797,Unreliable
,"Hunterdon County, NJ","34019","2021","2021",21,129924,16.163295465
,"Hunterdon County, NJ","34019","2022","2022",16,129777,Unreliable
,"Hunterdon County, NJ","34019","2023 ","2023",15,130183,Unreliable
,"Mercer County, NJ","34021","2018","2018",127,369811,34.341866521
,"Mercer County, NJ","34021","2019","2019",104,367430,28.304711101
,"Mercer County, NJ","34021","2020","2020",122,367239,33.220872511
,"Mercer County, NJ","34021","2021","2021",143,385898,37.056424236
,"Mercer County, NJ","34021","2022","2022",136,380688,35.724793006
,"Mercer County, NJ","34021","2023 ","2023",124,381671,32.488714102
,"Middlesex County, NJ","34023","2018","2018",190,829685,22.900257327
,"Middlesex County, NJ","34023","2019","2019",208,825062,25.210226625
,"Middlesex County, NJ","34023","2020","2020",214,822736,26.010773808
,"Middlesex County, NJ","34023","2021","2021",258,860807,29.971875229
,"Middlesex County, NJ","34023","2022","2022",209,861418,24.262320964
,"Middlesex County, NJ","34023","2023 ","2023",193,863623,22.347714222
,"Monmouth County, NJ","34025","2018","2018",221,621354,35.567486489
,"Monmouth County, NJ","34025","2019","2019",177,618795,28.603980317
,"Monmouth County, NJ","34025","2020","2020",173,618381,27.976279996
,"Monmouth County, NJ","34025","2021","2021",184,645354,28.511483620
,"Monmouth County, NJ","34025","2022","2022",161,644098,24.996196231
,"Monmouth County, NJ","34025","2023 ","2023",148,642799,23.024304643
,"Morris County, NJ","34027","2018","2018",90,494228,18.210218765
,"Morris County, NJ","34027","2019","2019",97,491845,19.721660279
,"Morris County, NJ","34027","2020","2020",93,491087,18.937581325
,"Morris County, NJ","34027","2021","2021",93,510981,18.200285333
,"Morris County, NJ","34027","2022","2022",78,511151,15.259678647
,"Morris County, NJ","34027","2023 ","2023",63,514423,12.246730803
,"Ocean County, NJ","34029","2018","2018",240,601651,39.890235369
,"Ocean County, NJ","34029","2019","2019",204,607186,33.597612593
,"Ocean County, NJ","34029","2020","2020",225,614237,36.630811885
,"Ocean County, NJ","34029","2021","2021",238,648998,36.671915784
,"Ocean County, NJ","34029","2022","2022",200,655735,30.500125813
,"Ocean County, NJ","34029","2023 ","2023",189,659197,28.671246987
,"Passaic County, NJ","34031","2018","2018",150,503310,29.802706086
,"Passaic County, NJ","34031","2019","2019",133,501826,26.503210276
,"Passaic County, NJ","34031","2020","2020",159,500382,31.775723347
,"Passaic County, NJ","34031","2021","2021",146,518117,28.178963439
,"Passaic County, NJ","34031","2022","2022",145,513936,28.213629713
,"Passaic County, NJ","34031","2023 ","2023",146,513395,28.438142171
,"Salem County, NJ","34033","2018","2018",45,62607,71.876946667
,"Salem County, NJ","34033","2019","2019",41,62385,65.720926505
,"Salem County, NJ","34033","2020","2020",36,62451,57.645193832
,"Salem County, NJ","34033","2021","2021",29,65046,44.583832980
,"Salem County, NJ","34033","2022","2022",27,65117,41.463826651
,"Salem County, NJ","34033","2023 ","2023",29,65338,44.384584775
,"Somerset County, NJ","34035","2018","2018",50,331164,15.098259473
,"Somerset County, NJ","34035","2019","2019",56,328934,17.024691884
,"Somerset County, NJ","34035","2020","2020",59,329331,17.915106686
,"Somerset County, NJ","34035","2021","2021",60,345647,17.358750401
,"Somerset County, NJ","34035","2022","2022",61,346875,17.585585586
,"Somerset County, NJ","34035","2023 ","2023",36,348842,10.319858274
,"Sussex County, NJ","34037","2018","2018",43,140799,30.539989631
,"Sussex County, NJ","34037","2019","2019",49,140488,34.878423780
,"Sussex County, NJ","34037","2020","2020",52,140002,37.142326538
,"Sussex County, NJ","34037","2021","2021",33,145543,22.673711549
,"Sussex County, NJ","34037","2022","2022",34,146084,23.274280551
,"Sussex County, NJ","34037","2023 ","2023",32,146132,21.898010018
,"Union County, NJ","34039","2018","2018",140,558067,25.086593545
,"Union County, NJ","34039","2019","2019",136,556341,24.445439038
,"Union County, NJ","34039","2020","2020",160,555394,28.808377476
,"Union County, NJ","34039","2021","2021",171,572114,29.889147967
,"Union County, NJ","34039","2022","2022",166,569815,29.132262225
,"Union County, NJ","34039","2023 ","2023",153,572726,26.714345079
,"Warren County, NJ","34041","2018","2018",36,105779,34.033220204
,"Warren County, NJ","34041","2019","2019",20,105267,18.999306525
,"Warren County, NJ","34041","2020","2020",33,105624,31.242899341
,"Warren County, NJ","34041","2021","2021",33,110731,29.801952479
,"Warren County, NJ","34041","2022","2022",33,110926,29.749562772
,"Warren County, NJ","34041","2023 ","2023",32,111252,28.763527847
,"Bernalillo County, NM","35001","2018","2018",174,678701,25.637209905
,"Bernalillo County, NM","35001","2019","2019",253,679121,37.254038677
,"Bernalillo County, NM","35001","2020","2020",367,681666,53.838683461
,"Bernalillo County, NM","35001","2021","2021",463,674393,68.654330635
,"Bernalillo County, NM","35001","2022","2022",422,672508,62.750182897
,"Bernalillo County, NM","35001","2023 ","2023",388,671586,57.773687957
,"Catron County, NM","35003","2018","2018",Suppressed,3578,Suppressed
,"Catron County, NM","35003","2019","2019",0,3527,Unreliable
,"Catron County, NM","35003","2020","2020",Suppressed,3623,Suppressed
,"Catron County, NM","35003","2021","2021",Suppressed,3731,Suppressed
,"Catron County, NM","35003","2022","2022",Suppressed,3827,Suppressed
,"Catron County, NM","35003","2023 ","2023",0,3825,Unreliable
,"Chaves County, NM","35005","2018","2018",15,64689,Unreliable
,"Chaves County, NM","35005","2019","2019",13,64615,Unreliable
,"Chaves County, NM","35005","2020","2020",14,64711,Unreliable
,"Chaves County, NM","35005","2021","2021",27,64629,41.776911294
,"Chaves County, NM","35005","2022","2022",33,63894,51.648042070
,"Chaves County, NM","35005","2023 ","2023",17,63561,Unreliable
,"Cibola County, NM","35006","2018","2018",Suppressed,26746,Suppressed
,"Cibola County, NM","35006","2019","2019",Suppressed,26675,Suppressed
,"Cibola County, NM","35006","2020","2020",Suppressed,26354,Suppressed
,"Cibola County, NM","35006","2021","2021",11,27184,Unreliable
,"Cibola County, NM","35006","2022","2022",13,26950,Unreliable
,"Cibola County, NM","35006","2023 ","2023",11,26780,Unreliable
,"Colfax County, NM","35007","2018","2018",Suppressed,12110,Suppressed
,"Colfax County, NM","35007","2019","2019",Suppressed,11941,Suppressed
,"Colfax County, NM","35007","2020","2020",Suppressed,11927,Suppressed
,"Colfax County, NM","35007","2021","2021",Suppressed,12369,Suppressed
,"Colfax County, NM","35007","2022","2022",Suppressed,12246,Suppressed
,"Colfax County, NM","35007","2023 ","2023",Suppressed,12255,Suppressed
,"Curry County, NM","35009","2018","2018",Suppressed,49437,Suppressed
,"Curry County, NM","35009","2019","2019",Suppressed,48954,Suppressed
,"Curry County, NM","35009","2020","2020",25,48793,51.236857746
,"Curry County, NM","35009","2021","2021",11,47999,Unreliable
,"Curry County, NM","35009","2022","2022",19,47532,Unreliable
,"Curry County, NM","35009","2023 ","2023",19,47222,Unreliable
,"DeBaca County, NM","35011","2018","2018",0,1781,Unreliable
,"DeBaca County, NM","35011","2019","2019",0,1748,Unreliable
,"DeBaca County, NM","35011","2020","2020",0,1673,Unreliable
,"DeBaca County, NM","35011","2021","2021",0,1680,Unreliable
,"DeBaca County, NM","35011","2022","2022",0,1693,Unreliable
,"DeBaca County, NM","35011","2023 ","2023",Suppressed,1657,Suppressed
,"Dona Ana County, NM","35013","2018","2018",28,217522,12.872261197
,"Dona Ana County, NM","35013","2019","2019",36,218195,16.499003185
,"Dona Ana County, NM","35013","2020","2020",37,221262,16.722256872
,"Dona Ana County, NM","35013","2021","2021",56,221508,25.281253950
,"Dona Ana County, NM","35013","2022","2022",63,223337,28.208492099
,"Dona Ana County, NM","35013","2023 ","2023",79,225210,35.078371298
,"Eddy County, NM","35015","2018","2018",18,57900,Unreliable
,"Eddy County, NM","35015","2019","2019",18,58460,Unreliable
,"Eddy County, NM","35015","2020","2020",12,58418,Unreliable
,"Eddy County, NM","35015","2021","2021",21,60911,34.476531333
,"Eddy County, NM","35015","2022","2022",21,60400,34.768211921
,"Eddy County, NM","35015","2023 ","2023",24,60275,39.817503111
,"Grant County, NM","35017","2018","2018",Suppressed,27346,Suppressed
,"Grant County, NM","35017","2019","2019",Suppressed,26998,Suppressed
,"Grant County, NM","35017","2020","2020",Suppressed,27007,Suppressed
,"Grant County, NM","35017","2021","2021",Suppressed,27889,Suppressed
,"Grant County, NM","35017","2022","2022",11,27686,Unreliable
,"Grant County, NM","35017","2023 ","2023",11,27472,Unreliable
,"Guadalupe County, NM","35019","2018","2018",0,4341,Unreliable
,"Guadalupe County, NM","35019","2019","2019",Suppressed,4300,Suppressed
,"Guadalupe County, NM","35019","2020","2020",0,4275,Unreliable
,"Guadalupe County, NM","35019","2021","2021",Suppressed,4449,Suppressed
,"Guadalupe County, NM","35019","2022","2022",Suppressed,4310,Suppressed
,"Guadalupe County, NM","35019","2023 ","2023",Suppressed,4292,Suppressed
,"Harding County, NM","35021","2018","2018",0,655,Unreliable
,"Harding County, NM","35021","2019","2019",0,625,Unreliable
,"Harding County, NM","35021","2020","2020",0,638,Unreliable
,"Harding County, NM","35021","2021","2021",0,639,Unreliable
,"Harding County, NM","35021","2022","2022",0,628,Unreliable
,"Harding County, NM","35021","2023 ","2023",0,624,Unreliable
,"Hidalgo County, NM","35023","2018","2018",Suppressed,4240,Suppressed
,"Hidalgo County, NM","35023","2019","2019",Suppressed,4198,Suppressed
,"Hidalgo County, NM","35023","2020","2020",Suppressed,4106,Suppressed
,"Hidalgo County, NM","35023","2021","2021",Suppressed,4074,Suppressed
,"Hidalgo County, NM","35023","2022","2022",Suppressed,4003,Suppressed
,"Hidalgo County, NM","35023","2023 ","2023",0,3965,Unreliable
,"Lea County, NM","35025","2018","2018",13,69611,Unreliable
,"Lea County, NM","35025","2019","2019",18,71070,Unreliable
,"Lea County, NM","35025","2020","2020",19,71830,Unreliable
,"Lea County, NM","35025","2021","2021",21,73004,28.765547093
,"Lea County, NM","35025","2022","2022",25,72452,34.505603710
,"Lea County, NM","35025","2023 ","2023",19,72101,Unreliable
,"Lincoln County, NM","35027","2018","2018",Suppressed,19556,Suppressed
,"Lincoln County, NM","35027","2019","2019",Suppressed,19572,Suppressed
,"Lincoln County, NM","35027","2020","2020",Suppressed,19939,Suppressed
,"Lincoln County, NM","35027","2021","2021",14,20436,Unreliable
,"Lincoln County, NM","35027","2022","2022",Suppressed,20411,Suppressed
,"Lincoln County, NM","35027","2023 ","2023",Suppressed,20029,Suppressed
,"Los Alamos County, NM","35028","2018","2018",Suppressed,19101,Suppressed
,"Los Alamos County, NM","35028","2019","2019",Suppressed,19369,Suppressed
,"Los Alamos County, NM","35028","2020","2020",Suppressed,19462,Suppressed
,"Los Alamos County, NM","35028","2021","2021",Suppressed,19330,Suppressed
,"Los Alamos County, NM","35028","2022","2022",Suppressed,19187,Suppressed
,"Los Alamos County, NM","35028","2023 ","2023",Suppressed,19444,Suppressed
,"Luna County, NM","35029","2018","2018",Suppressed,23963,Suppressed
,"Luna County, NM","35029","2019","2019",Suppressed,23709,Suppressed
,"Luna County, NM","35029","2020","2020",Suppressed,23905,Suppressed
,"Luna County, NM","35029","2021","2021",Suppressed,25532,Suppressed
,"Luna County, NM","35029","2022","2022",11,25749,Unreliable
,"Luna County, NM","35029","2023 ","2023",Suppressed,25316,Suppressed
,"McKinley County, NM","35031","2018","2018",12,72290,Unreliable
,"McKinley County, NM","35031","2019","2019",16,71367,Unreliable
,"McKinley County, NM","35031","2020","2020",12,70824,Unreliable
,"McKinley County, NM","35031","2021","2021",23,71780,32.042351630
,"McKinley County, NM","35031","2022","2022",31,69830,44.393527137
,"McKinley County, NM","35031","2023 ","2023",41,68797,59.595621902
,"Mora County, NM","35033","2018","2018",Suppressed,4506,Suppressed
,"Mora County, NM","35033","2019","2019",Suppressed,4521,Suppressed
,"Mora County, NM","35033","2020","2020",Suppressed,4478,Suppressed
,"Mora County, NM","35033","2021","2021",Suppressed,4196,Suppressed
,"Mora County, NM","35033","2022","2022",0,4169,Unreliable
,"Mora County, NM","35033","2023 ","2023",Suppressed,4123,Suppressed
,"Otero County, NM","35035","2018","2018",Suppressed,66781,Suppressed
,"Otero County, NM","35035","2019","2019",15,67490,Unreliable
,"Otero County, NM","35035","2020","2020",11,67967,Unreliable
,"Otero County, NM","35035","2021","2021",25,68537,36.476647650
,"Otero County, NM","35035","2022","2022",19,68823,Unreliable
,"Otero County, NM","35035","2023 ","2023",35,68835,50.846226484
,"Quay County, NM","35037","2018","2018",Suppressed,8253,Suppressed
,"Quay County, NM","35037","2019","2019",Suppressed,8253,Suppressed
,"Quay County, NM","35037","2020","2020",Suppressed,8197,Suppressed
,"Quay County, NM","35037","2021","2021",Suppressed,8656,Suppressed
,"Quay County, NM","35037","2022","2022",Suppressed,8546,Suppressed
,"Quay County, NM","35037","2023 ","2023",Suppressed,8510,Suppressed
,"Rio Arriba County, NM","35039","2018","2018",36,39006,92.293493309
,"Rio Arriba County, NM","35039","2019","2019",24,38921,61.663369389
,"Rio Arriba County, NM","35039","2020","2020",44,38521,114.223410607
,"Rio Arriba County, NM","35039","2021","2021",48,40179,119.465392369
,"Rio Arriba County, NM","35039","2022","2022",50,40048,124.850179784
,"Rio Arriba County, NM","35039","2023 ","2023",51,39876,127.896479085
,"Roosevelt County, NM","35041","2018","2018",Suppressed,18743,Suppressed
,"Roosevelt County, NM","35041","2019","2019",Suppressed,18500,Suppressed
,"Roosevelt County, NM","35041","2020","2020",Suppressed,18350,Suppressed
